word_count,sentence_count,avg_sentence_len,avg_word_len,spelling_errors,long_word,exc_count,que_count,stopwords_count,unigrams_count,bigrams_count,trigrams_count,noun_count,adj_count,adv_count,verb_count,fw_count,syllable_count,flesch_reading_ease,smog_index,flesch_kincaid_grade,coleman_liau_index,automated_readability_index,dale_chall_readability_score,difficult_words,linsear_write_formula,gunning_fog,neg_sentiment,neu_sentiment,pos_sentiment,score1,score2,score
423,20,21.15,3.543735225,29,57,0,2,161,209,379,411,118,24,16,79,0,448,79.19,8.7,6.5,8.7,8.6,6.96,54,7.416666667,15.18478386,0.422,17.886,1.692,4,4,8
352,21,16.76190476,4.454545455,24,93,0,0,121,195,323,343,99,26,21,51,0,494,56.45,11.4,9.1,12.11,10.3,8.23,76,6.071428571,17.69491961,0.208,19.567,1.225,4,5,9
460,23,20,3.832608696,19,84,0,2,195,176,363,411,92,25,26,82,0,567,71.04,11.3,7.6,9.28,8.9,6.81,58,11.875,14.74330789,1.282,20.016,1.703,4,5,9
434,19,22.84210526,3.629032258,22,56,6,3,176,212,389,423,100,18,21,74,0,499,76.76,9.4,7.5,7.78,8.8,7.01,57,5.785714286,15.96774536,0.756,16.238,2.006,4,4,8
293,18,16.27777778,3.993174061,15,46,0,0,119,145,248,272,66,25,11,60,0,370,73.88,11,6.5,9.27,7.8,6.74,39,4.875,13.79003891,1.211,15.419,1.368,3,4,7
241,15,16.06666667,3.962655602,9,32,0,0,97,132,202,218,57,22,20,40,0,284,83.25,8.3,5,8.46,6.7,6.36,28,7.333333333,12.56930233,1.403,13.376,0.22,4,3,7
573,29,19.75862069,3.837696335,32,93,5,10,221,238,478,531,133,45,31,109,0,687,71.14,9.6,7.6,9.1,8.8,6.81,73,8.1,14.71093117,0.631,21.46,6.91,5,5,10
422,26,16.23076923,4.180094787,21,88,3,1,159,205,360,393,98,42,20,78,0,563,65.73,10.2,7.6,10.03,8.2,6.89,61,5.1875,14.07214854,0.403,21.258,4.339,4,5,9
543,30,18.1,3.876611418,28,104,0,1,205,198,417,498,130,34,16,99,0,665,65.22,11.4,7.8,10.66,9,6.75,68,6.666666667,13.87142857,2.434,25.081,2.485,5,4,9
540,35,15.42857143,3.924074074,28,69,1,0,207,245,488,533,136,30,36,105,0,662,74.69,8.5,6.2,8.81,7,6.24,58,4.5,12.29451477,1.908,29.863,3.228,6,5,11
425,23,18.47826087,3.964705882,30,65,0,0,173,193,387,412,88,17,29,90,0,527,71.34,10.5,7.5,8.12,7.9,6.35,46,5.285714286,13.47452196,0.898,19.861,2.24,4,4,8
445,20,22.25,3.878651685,11,71,1,0,175,190,379,427,105,27,23,75,0,556,68.7,11.1,8.5,9.46,10,6.8,54,8.6,15.34139535,0.179,17.02,2.801,3,4,7
165,6,27.5,3.709090909,9,17,0,0,74,93,150,162,33,10,12,33,1,194,78.08,10.7,7,7.43,7.9,6.58,19,8.4,14.53513514,0.288,5.186,0.526,3,3,6
378,28,13.5,3.693121693,21,45,5,0,130,159,310,349,71,21,27,67,0,433,76.82,8.8,5.4,7.69,5.5,6.23,41,4.333333333,11.70106583,1.303,20.515,6.183,4,4,8
369,22,16.77272727,4.227642276,24,74,0,0,150,146,280,317,106,28,14,47,0,499,64.71,11.4,8,10.08,8.8,6.77,50,6.5,14.04229607,3.307,17.598,1.096,4,4,8
664,33,20.12121212,3.777108434,25,101,4,1,258,270,575,643,153,39,42,121,0,792,70.73,10.6,7.7,8.58,8.5,6.94,89,6.75,15.15130435,0.557,27.463,4.98,5,5,10
393,26,15.11538462,4.356234097,18,92,0,0,136,189,355,378,113,26,28,58,0,542,66.23,11.4,7.4,11.07,8.8,7.54,72,5.5,15.58181818,0.553,23.002,2.445,5,4,9
593,25,23.72,3.558178752,20,61,0,0,271,230,507,573,128,27,22,104,0,668,75.74,10.4,7.9,6.96,8.7,6.4,57,6.916666667,14.69619962,0.47,21.207,3.324,5,5,10
544,31,17.5483871,3.446691176,35,70,7,2,183,241,483,539,141,39,33,85,0,596,73.58,8.6,6.6,8.4,7.2,7.17,78,4.9375,14.96328767,1.5,24.762,4.737,5,5,10
321,19,16.89473684,3.85046729,12,41,0,0,132,153,267,300,64,20,23,55,0,388,81.22,10.1,5.8,7.42,6.6,6.18,33,7.416666667,12.66511945,0.894,15.817,2.289,4,4,8
566,32,17.6875,3.719081272,21,56,0,1,264,227,486,535,103,40,37,112,0,658,80.21,8.9,6.1,6.15,6,5.8,45,5.571428571,11.98857143,2.914,25.458,3.627,5,4,9
323,16,20.1875,3.715170279,8,39,0,0,134,123,214,245,68,20,6,68,0,390,78.18,9.7,6.9,6.96,7.4,5.95,26,5.928571429,12.89741497,0.488,13.737,1.775,4,4,8
367,16,22.9375,3.847411444,11,59,0,0,154,179,326,351,88,15,25,60,0,459,67.99,11.8,8.8,8.94,9.9,7.28,54,5.571428571,16.74807453,0.036,13.353,2.611,5,4,9
440,29,15.17241379,3.993181818,12,82,0,1,173,198,369,411,104,30,31,64,0,576,74.39,10.9,6.3,8.29,6.7,6.73,61,5,13.63528822,0,24.038,4.962,4,4,8
465,28,16.60714286,4.408602151,31,102,0,1,160,213,398,455,149,49,19,69,0,661,56.25,12,9.1,11.13,9.6,7.06,71,6.428571429,14.77804296,0.663,22.745,4.592,4,4,8
527,36,14.63888889,3.880455408,32,99,0,0,212,221,452,515,114,39,31,91,0,666,66.44,10.7,7.3,9.03,7.3,7.72,98,5.571428571,15.99256637,2.24,29.044,4.716,5,5,10
459,29,15.82758621,3.553376906,28,56,2,1,191,193,379,432,95,29,25,79,0,534,82.75,9.2,5.2,6.26,5.1,6.05,44,4.611111111,11.91643564,0.208,23.511,5.28,4,4,8
394,35,11.25714286,4.096446701,25,81,0,0,142,170,335,376,100,24,16,62,0,500,69.99,9.7,5.9,9.49,6.4,6.52,52,4.277777778,11.98413994,0.241,30.35,4.408,4,5,9
426,21,20.28571429,3.64084507,17,56,2,2,177,193,380,414,105,28,23,71,0,507,71.55,9.6,7.4,7.94,7.6,7.23,64,5.75,15.65369863,0.255,18.193,2.552,4,5,9
490,30,16.33333333,4.091836735,38,98,4,4,177,235,449,482,105,45,26,76,0,612,65.93,10.7,7.5,11.42,9.3,7.83,92,5.8125,16.40888889,1.847,23.169,4.983,6,5,11
464,27,17.18518519,3.665948276,23,68,0,1,181,148,338,403,106,19,27,100,0,555,73.17,9,6.8,7.3,6.5,5.94,40,5.0625,11.96039604,0.439,22.124,4.437,4,4,8
429,22,19.5,3.675990676,24,66,8,2,167,180,347,390,107,26,13,79,1,491,72.46,10,7.1,8.93,7.9,6.65,51,7.083333333,13.94666667,0.836,17.71,3.455,5,4,9
762,40,19.05,3.892388451,27,107,3,0,309,267,606,706,153,51,37,145,2,919,71.34,10.8,7.5,8.81,8.4,6.3,78,7.333333333,13.36285714,1.318,33.059,5.622,5,5,10
337,23,14.65217391,4.002967359,22,62,0,1,137,157,280,314,72,24,20,70,0,419,75.1,10.1,6,8.45,6.7,6.86,49,4.111111111,13.75162791,1.485,19.763,1.752,4,4,8
314,25,12.56,3.71656051,28,46,0,0,114,170,292,307,74,19,14,54,0,369,76.93,9.7,5.3,7.46,5.2,6.48,39,4.8125,12.29777778,0.14,20.922,3.938,4,4,8
264,9,29.33333333,3.708333333,5,42,0,0,115,121,239,258,67,17,10,45,0,321,62.61,12.7,10.8,8.59,12.1,7.24,34,7,18.09886463,0.073,7.621,1.306,3,4,7
562,29,19.37931034,4.129893238,30,108,0,0,212,261,490,535,160,39,29,102,0,732,63.39,11,8.5,9.8,8.9,7.3,91,6.214285714,15.74222222,0.232,25.307,3.461,4,6,10
468,21,22.28571429,3.638888889,27,66,0,0,186,189,377,432,122,37,33,71,0,543,69.72,10.6,8.1,9.46,9.5,7.04,61,4.5,15.68124352,1.509,18.111,1.38,4,4,8
455,30,15.16666667,3.986813187,10,82,0,0,198,217,403,440,98,26,33,81,0,573,74.69,10,6.2,8.69,6.9,6.76,63,7.333333333,13.60689655,1.896,25.121,2.984,5,4,9
322,13,24.76923077,3.810559006,26,50,0,4,147,130,252,290,67,17,25,68,0,406,58.11,12.6,10.5,8.82,10.5,6.8,37,5.214285714,15.9046595,0.675,10.62,1.705,3,4,7
484,17,28.47058824,3.83677686,50,63,0,0,197,213,430,470,108,21,29,101,1,561,70.77,11,9.8,8.13,11.8,6.75,51,7.083333333,16.94819222,0.506,14.032,2.462,5,4,9
336,10,33.6,3.720238095,14,44,0,0,146,136,260,297,86,20,16,42,0,405,68.64,11.6,10.6,7.26,12.2,6.67,32,12.25,17.30300654,0.111,8.817,1.072,3,4,7
16,1,16,3.5,0,2,0,0,6,15,15,14,2,4,0,2,0,18,90.09,0,4.4,4.17,4,6.49,2,6,13.33333333,0.175,0.55,0.275,1,1,2
626,29,21.5862069,3.694888179,29,95,2,0,242,297,575,623,131,38,50,103,0,743,69.11,10.2,8.3,7.89,8.5,6.82,78,8.4,15.27272727,0.732,24.41,3.858,6,5,11
368,18,20.44444444,3.671195652,23,44,3,3,149,182,326,355,69,19,26,64,1,415,78.79,9.9,6.7,7.77,8,6.59,42,5.25,14.37,0.311,14.712,2.977,4,4,8
138,11,12.54545455,4.224637681,15,29,0,0,45,100,135,135,39,8,7,25,0,173,68.97,9.8,6.3,10.83,7.8,8.02,29,4.388888889,16.06789916,0.191,9.64,1.168,4,3,7
591,34,17.38235294,3.719120135,18,86,1,2,255,259,529,580,137,30,21,100,0,684,81.22,9.6,5.8,7.24,6.7,6.54,71,5.785714286,13.59021033,0.315,29.173,4.512,5,6,11
364,24,15.16666667,4.142857143,16,78,3,0,143,171,314,346,79,26,31,68,0,481,66.13,11.3,7.4,9.45,7.6,6.48,45,4.75,12.94458716,0.926,19.157,3.917,4,4,8
445,32,13.90625,3.591011236,20,56,0,0,154,190,368,413,126,27,20,69,0,510,76.32,8.6,5.6,8.16,5.9,6.72,58,5.642857143,13.06434783,2.215,25.541,4.244,4,5,9
437,23,19,4.118993135,15,72,1,1,200,194,381,418,94,27,23,76,0,572,71.34,11.7,7.5,8.81,8.4,6.67,56,5.5,14.2921393,1.203,18.073,3.725,4,5,9
482,24,20.08333333,3.531120332,27,66,7,0,176,204,417,463,124,34,26,72,1,534,71.14,9.9,7.6,8.93,8.6,6.94,61,6.916666667,15.0244898,0.272,18.768,3.96,4,5,9
509,25,20.36,4.139489194,34,109,7,0,162,231,422,478,143,43,27,79,0,675,53.51,12.9,10.2,12.29,11.7,7.71,86,7.833333333,17.17411765,0.236,20.463,4.302,6,5,11
283,15,18.86666667,4.021201413,13,41,0,0,126,127,252,273,66,15,8,61,0,365,70.84,10.8,7.7,8.35,8.3,6.92,40,5.714285714,15.07384615,0.381,13.23,1.389,5,4,9
550,29,18.96551724,3.998181818,36,90,0,0,229,204,432,495,131,35,27,102,0,693,70.73,10.9,7.7,8.12,8.2,6.4,61,6.071428571,13.78213439,0.541,23.477,4.983,4,5,9
52,2,26,4.538461538,5,12,0,0,23,40,49,50,14,4,3,8,0,73,54.56,0,11.9,10.62,13.5,7.09,7,11,17.6,0.237,1.652,0.111,1,1,2
493,23,21.43478261,3.76673428,31,75,2,0,197,223,446,480,115,34,32,88,0,592,69.82,10.8,8.1,9.23,9.3,6.98,65,6.5,15.48113744,1.355,20.063,1.582,5,5,10
561,27,20.77777778,3.607843137,25,75,0,1,194,237,484,546,147,51,21,80,0,631,71.95,10,7.2,9.63,8.8,7.5,88,7.6,16.23330396,0.355,22.183,4.461,5,5,10
472,26,18.15384615,4.175847458,24,84,0,0,181,186,388,447,121,35,24,97,0,631,63.59,11.2,8.4,9.34,8.5,6.22,49,8.7,12.95612903,0.189,21.589,4.221,5,4,9
477,19,25.10526316,3.693920335,18,58,5,0,248,195,415,456,82,27,41,97,0,569,74.42,9.9,8.4,6.33,8.8,6.13,39,10.4,14.37741497,0.363,16.432,2.205,4,5,9
618,41,15.07317073,3.843042071,30,95,2,2,218,285,558,608,146,34,34,96,0,733,75.4,9.5,5.9,8.98,7,7.15,96,4.611111111,14.42038023,1.293,36.471,3.236,5,5,10
399,29,13.75862069,3.478696742,30,48,1,0,150,176,344,382,80,29,23,60,0,447,84.78,9.5,4.4,7,5,6.5,48,4.5625,12.52576577,1.252,23.372,4.376,4,4,8
362,22,16.45454545,3.839779006,15,48,0,0,141,154,296,339,89,25,8,55,0,418,82.04,9,5.4,8,6.9,6.33,40,6.142857143,12.82442368,0,19.009,2.991,4,4,8
382,26,14.69230769,3.897905759,26,57,0,0,169,162,313,352,79,18,31,69,0,477,75,10.3,6.1,7.58,6.1,6.22,42,4.875,12.17795918,2.484,22.346,1.168,4,4,8
285,17,16.76470588,3.856140351,16,58,0,0,99,134,244,267,74,11,13,41,0,367,65.42,11,7.7,9.39,7.9,6.94,40,6.071428571,14.30436214,0.117,15.114,1.768,4,4,8
657,32,20.53125,3.834094368,38,112,3,1,222,278,552,630,175,41,34,119,0,824,62.98,11.3,8.6,10.09,9.4,7.28,98,5.375,15.80727273,0.434,26.587,4.979,6,6,12
426,29,14.68965517,3.464788732,36,43,8,3,160,168,339,392,91,22,29,82,0,461,84.57,8.1,4.5,7.35,5.3,6.22,44,4.222222222,11.86857143,0.424,23.198,5.378,4,4,8
470,25,18.8,3.961702128,18,94,0,0,185,190,382,423,98,18,35,96,0,583,71.65,11,7.4,9.28,8.6,6.33,49,6.666666667,13.34576271,0.058,22.559,2.383,4,5,9
342,27,12.66666667,3.535087719,27,44,2,0,138,144,283,324,72,17,20,58,0,395,85.59,8.6,4.1,5.49,3.6,5.76,30,4.875,10.42671096,1.313,22.566,3.12,4,4,8
411,16,25.6875,3.695863747,20,58,0,0,180,156,302,355,85,33,11,77,0,492,65.35,11.3,9.8,7.96,10.2,6.5,40,11.75,15.4877135,0.52,13.434,2.047,4,4,8
332,17,19.52941176,3.963855422,21,55,0,0,131,152,296,319,79,26,21,60,0,420,71.14,10.5,7.6,7.89,7.7,6.29,35,5.642857143,13.3751634,0.304,13.025,3.671,5,4,9
693,32,21.65625,4.177489177,22,161,8,0,269,264,566,645,157,52,46,118,0,933,52.7,13.3,10.5,12.07,11.7,7.65,116,6.5,17.23783784,0.432,27.867,3.701,6,5,11
545,32,17.03125,3.95412844,34,104,2,0,200,265,481,533,134,36,27,96,1,665,65.62,10.7,7.6,10.9,9,7.48,90,7.333333333,15.60460177,0.74,26.526,4.735,5,5,10
369,22,16.77272727,4.135501355,39,68,0,0,139,168,312,349,106,34,13,60,0,466,72.76,10.4,6.9,10.43,9.2,7.19,57,5.1875,15.21882353,0.387,16.817,4.796,4,4,8
362,20,18.1,3.660220994,16,55,0,0,162,153,307,343,61,11,23,66,0,419,80.62,9.5,6,7.13,6.6,6.4,40,5.5,13.4,0.124,17.868,2.008,4,4,8
488,26,18.76923077,4.239754098,24,111,2,2,168,228,415,463,131,44,33,82,0,670,54.52,12.7,9.8,12.18,11.1,7.91,91,7.25,17.40901679,0.753,20.392,4.855,6,6,12
300,15,20,3.623333333,14,34,1,0,134,133,243,269,65,21,3,59,0,353,78.59,10.4,6.8,6.44,7.1,6.17,28,7.5,13.34814815,0.055,13.281,1.664,4,4,8
61,3,20.33333333,3.409836066,8,7,0,0,30,43,57,58,10,1,4,15,0,64,87.35,8.8,5.5,5.74,6.3,6.3,6,7.333333333,13.60830189,0.26,2.74,0,1,1,2
504,38,13.26315789,3.660714286,12,66,0,1,202,209,416,473,111,40,34,76,0,580,85.08,8.8,4.3,6.53,4.7,6.11,53,4.333333333,11.43638009,0.726,33.2,4.074,5,4,9
470,19,24.73684211,4.363829787,12,111,0,0,165,190,395,437,128,32,34,77,0,658,50.77,13.5,11.2,12.76,13.2,7.67,78,5.125,17.80705882,0.251,15.977,2.772,5,5,10
480,22,21.81818182,3.977083333,25,67,1,0,195,214,422,455,124,31,27,78,0,611,66.88,11.2,9.2,8.07,9.7,6.5,51,12,15.06426966,0.841,16.401,4.759,5,5,10
409,34,12.02941176,3.784841076,28,60,2,5,145,175,358,393,104,20,19,68,0,492,78.45,9.1,4.8,8.38,5.5,6.56,53,3.9,12.0827907,0.815,30.053,3.131,5,4,9
658,37,17.78378378,3.753799392,32,115,1,5,198,257,539,626,192,51,26,117,0,787,64.71,11,8,10.78,9.4,7.59,107,7.6,16.13688213,1.914,28.056,7.03,5,5,10
313,14,22.35714286,3.808306709,20,41,0,0,118,135,240,267,72,23,7,75,0,360,76.35,10,7.6,7.66,8.9,5.87,22,6.833333333,13.18954064,0.443,10.988,2.569,4,4,8
438,31,14.12903226,4.075342466,33,75,0,0,162,185,364,416,117,21,18,92,1,545,75.61,9.9,5.8,9.03,6.9,6.61,58,5.125,12.98871795,0.884,25.945,4.171,5,4,9
625,33,18.93939394,3.968,29,118,0,5,197,256,520,603,175,45,53,105,1,794,56.15,11.6,9.2,12.35,10.7,7.42,96,6.833333333,15.73539078,4.174,26.736,2.088,5,5,10
486,24,20.25,4.16872428,25,108,6,2,184,216,436,475,143,18,28,85,0,638,62.27,11.9,8.9,11.54,10.9,7.79,87,8,17.30532374,1.31,20.264,2.426,5,5,10
413,26,15.88461538,3.767554479,27,69,6,3,143,201,375,402,99,19,27,81,0,475,74.9,9.3,6.1,10.14,8.2,7.33,64,6.357142857,15.00768769,0.172,20.861,4.966,4,5,9
406,22,18.45454545,3.714285714,21,55,0,0,173,170,350,386,104,27,26,73,0,471,79.9,9.4,6.3,8.18,7.8,6.04,35,6.142857143,12.66860399,1.812,17.144,3.044,4,4,8
341,19,17.94736842,3.873900293,14,54,0,0,163,148,305,332,77,17,17,63,0,445,63.8,11.1,8.3,8.52,7.7,6.41,38,5.25,13.39311258,0.097,17.176,1.727,4,4,8
495,13,38.07692308,4.082828283,22,76,1,0,223,243,464,488,117,36,31,89,0,639,55,12.9,13.8,9.06,15.9,7.56,67,26,20.97344902,0.094,11.162,1.744,5,4,9
458,25,18.32,4,17,72,0,1,195,199,424,453,88,29,23,112,0,559,71.75,8.6,7.3,8.81,8.2,6.68,58,6.357142857,14.20476886,4.097,18.575,2.329,4,4,8
367,32,11.46875,3.959128065,15,65,0,0,132,163,306,350,84,19,16,65,0,452,78.04,9.5,4.9,7.86,5.3,6.38,46,3.363636364,11.74153846,0.252,28.414,3.334,4,4,8
393,24,16.375,3.615776081,11,43,0,0,173,138,300,352,80,24,26,68,0,448,82.14,8.8,5.4,6.49,5.6,5.63,28,4.8125,11.0183908,0,20.56,3.44,4,4,8
685,47,14.57446809,3.708029197,58,109,0,13,242,320,629,671,156,53,50,116,0,800,75.81,9.4,5.8,9.27,7.1,7.66,121,5.714285714,15.60285714,2.351,37.953,6.695,5,5,10
515,19,27.10526316,4.060194175,25,80,0,0,228,194,396,442,118,41,44,105,0,650,62.92,11.9,10.7,8.83,12.1,6.5,49,7.083333333,16.14901468,1.721,15.805,1.473,5,4,9
363,20,18.15,4.05785124,21,62,0,1,135,154,290,328,108,37,16,52,0,452,72.26,10.5,7.1,10.03,8.9,7.06,53,6.666666667,15.02666667,1.658,16.87,1.472,4,4,8
483,23,21,3.641821946,25,59,0,0,188,200,408,455,94,28,25,101,1,555,78.59,10,6.8,7.89,8.2,6.4,49,6.071428571,13.93429952,0.404,19.536,3.06,5,5,10
448,22,20.36363636,4.116071429,25,83,4,1,190,191,382,423,105,30,21,72,0,588,60.95,12.1,9.4,10.79,10.7,7.14,64,6.214285714,16.01061224,1.03,17.898,3.072,4,4,8
219,9,24.33333333,3.863013699,8,42,0,0,91,121,197,211,61,15,6,29,0,264,67.28,11.4,9,9.69,10.9,7.79,37,11.625,18.2344385,0,8.367,0.633,4,4,8
535,34,15.73529412,4.119626168,35,108,4,2,200,262,494,529,119,40,25,94,0,692,66.23,9.8,7.4,9.85,7.8,7.68,101,12.5,15.94122622,1.246,28.774,3.98,6,5,11
462,27,17.11111111,3.720779221,15,61,3,2,186,211,418,447,90,32,28,81,1,538,81.83,9.5,5.5,8,7,6.55,55,5.928571429,13.43378446,3.217,21.943,1.84,4,4,8
262,16,16.375,4.064885496,11,47,0,0,89,117,206,239,66,23,4,48,0,332,73.47,10.6,6.7,9.16,7.9,6.25,28,6.916666667,12.64595745,0,11.673,4.327,4,4,8
291,21,13.85714286,3.93814433,11,44,2,3,116,145,266,286,66,27,16,43,0,360,75.81,9.6,5.8,7.93,6,6.19,32,4,11.86421456,0.839,16.017,4.143,4,5,9
440,29,15.17241379,3.606818182,18,52,0,1,145,204,392,432,131,24,17,80,0,508,76.01,9.8,5.7,9.09,6.8,7.09,64,4.15,14.09126761,2.915,24.037,2.048,5,4,9
376,17,22.11764706,3.765957447,21,44,0,1,162,169,324,361,84,24,26,63,0,437,75.44,10.1,8,7.66,9.4,6.18,32,8.8,14.23821958,0.277,14.319,2.403,4,4,8
681,39,17.46153846,3.930983847,31,121,1,1,264,280,592,650,168,49,29,125,2,853,73.37,10.4,6.7,9.16,7.9,7.17,105,5.375,15.00263069,2.815,31.182,5.002,6,4,10
380,25,15.2,3.747368421,14,51,0,0,173,160,306,339,73,15,23,76,0,441,83.05,9.3,5.1,7.13,5.7,6.4,45,4.75,12.73411765,1.574,21.34,2.085,3,4,7
470,21,22.38095238,3.870212766,22,79,0,0,196,207,417,461,107,32,16,83,0,560,68.5,10.6,8.6,9.28,9.9,7.3,70,7.25,16.65265207,0.176,17.832,2.992,5,5,10
725,27,26.85185185,3.675862069,38,109,12,4,193,300,610,704,308,56,21,95,0,860,50.67,12.1,11.3,13.75,14,8.41,127,13.125,19.71310861,0.806,23.775,2.42,5,5,10
235,13,18.07692308,4.123404255,16,49,0,0,91,127,207,223,60,24,12,37,0,315,63.8,11.7,8.3,10.38,9.2,7.55,41,7.583333333,16.28270531,1.883,10.769,0.348,3,4,7
307,12,25.58333333,3.566775244,13,38,1,1,114,132,244,279,82,24,14,53,0,339,67.49,9.1,9,9.69,10.8,7.41,43,8.6,17.20356275,0.191,10.467,1.342,4,4,8
546,27,20.22222222,3.65018315,27,82,2,0,169,252,470,522,168,36,16,81,0,622,64.1,10.3,8.2,11.42,9.9,8.19,101,8.6,17.81345972,1.776,20.706,4.518,5,5,10
484,26,18.61538462,4.066115702,26,89,3,1,159,191,384,443,134,50,15,93,1,644,62.98,11.5,8.6,10.73,9.9,7.18,72,4.4375,15.56995215,0.316,20.143,4.541,4,4,8
435,19,22.89473684,3.848275862,26,56,1,0,186,190,365,409,96,24,29,86,0,537,67.59,10.1,8.9,8.18,9.5,7.08,60,5.642857143,16.35384615,0.192,16.031,2.777,4,5,9
579,29,19.96551724,4.010362694,31,95,0,2,215,254,511,562,136,51,39,106,0,741,62.38,11.5,8.9,10.03,9.7,6.75,72,8.2,14.64564612,2.05,24.339,2.613,5,5,10
328,28,11.71428571,3.768292683,20,44,0,0,142,149,294,321,78,18,7,56,0,391,85.99,8.8,3.9,7.06,4.7,6.4,41,3.85,11.93517241,0.354,24.378,3.269,4,4,8
327,20,16.35,4.067278287,15,61,0,1,129,157,284,313,80,23,26,65,0,413,73.88,10.8,6.5,9.91,8.3,7,48,5.357142857,14.43328671,0.751,17.608,1.641,4,5,9
210,9,23.33333333,4.047619048,30,41,0,0,100,117,195,206,48,17,14,30,0,288,57.81,13.2,10.6,8.3,10.2,7.62,36,10.3,18.06693878,0.132,7.576,1.292,4,4,8
376,18,20.88888889,3.715425532,20,60,2,4,148,171,307,333,91,31,17,54,0,449,62.58,10.9,8.8,10.09,9.6,6.9,47,6.142857143,14.9637785,0.392,16.165,1.443,5,5,10
318,20,15.9,3.855345912,16,49,1,1,121,153,276,303,80,24,25,46,0,379,74.9,10.1,6.1,9.56,7.7,7.15,48,4.6875,14.53804511,0.065,16.031,3.904,4,4,8
515,29,17.75862069,3.772815534,28,63,0,3,223,202,406,474,124,28,27,89,0,607,80.72,8.8,6,7.42,6.8,6.24,53,5.0625,12.94874459,1.493,23.927,3.58,5,4,9
447,27,16.55555556,4.212527964,15,89,0,1,157,202,405,437,122,38,30,71,0,587,65.22,11.9,7.8,10.84,9.1,7.3,73,5.25,15.24897959,2.193,22.772,2.034,6,5,11
283,10,28.3,4,12,45,1,0,117,162,264,277,66,23,18,49,0,354,61.8,11.8,11.1,8.54,12.4,6.99,34,8.1,17.67083969,0.243,8.242,1.516,4,4,8
349,20,17.45,3.406876791,25,24,0,0,168,129,267,316,58,13,19,80,0,378,89.28,8.1,4.7,4.87,4.7,5.37,19,5.25,10.73269841,0,17.629,2.371,4,4,8
221,17,13,3.841628959,12,29,0,0,78,109,184,201,49,18,9,40,0,263,85.18,8.8,4.2,7.64,5.5,6.23,25,4.555555556,11.72820513,0,15.216,1.784,3,4,7
331,20,16.55,3.858006042,15,47,2,1,125,145,285,313,89,28,10,59,0,398,72.87,10.7,6.9,8.4,7.6,6.84,45,5,14.30556701,0.428,16.548,3.024,4,4,8
305,18,16.94444444,3.655737705,12,37,3,3,126,156,277,292,66,23,13,50,0,362,81.53,9.6,5.6,6.72,6.1,6.83,42,6.833333333,14.23926199,1.304,15.045,1.65,4,4,8
562,23,24.43478261,3.930604982,27,114,0,1,199,247,492,542,122,37,43,86,0,681,60.14,11.3,9.7,11.37,11.6,7.68,91,7.083333333,17.59443255,0.207,19.314,3.479,5,5,10
519,27,19.22222222,3.996146435,14,88,0,1,189,218,418,477,150,31,21,81,0,660,71.24,11.1,7.5,9.63,9.1,6.79,67,6.833333333,14.63719298,0.872,22.964,3.163,5,4,9
202,6,33.66666667,4.247524752,14,43,0,0,82,109,171,183,46,16,13,36,0,263,56.63,12.5,13.1,10.22,16.1,7.29,25,11.625,19.83914894,0,4.946,1.054,3,4,7
192,9,21.33333333,3.723958333,13,31,0,0,70,94,161,177,50,11,11,40,0,227,70.53,10.7,7.8,9.8,9.6,7.21,27,8.9,15.87544304,0.852,6.358,1.792,3,3,6
386,21,18.38095238,4.111398964,19,74,0,1,156,155,321,367,85,21,22,66,0,515,63.19,11.6,8.5,9.68,9,6.46,44,7.5,13.67204611,0,18.011,2.989,4,4,8
310,12,25.83333333,4.012903226,15,48,0,0,120,160,281,298,81,19,22,45,0,378,66.57,11.4,9.3,9.17,10.8,6.34,29,5.1875,14.75770609,1.33,8.694,1.975,4,4,8
461,28,16.46428571,4.013015184,16,63,0,0,191,207,399,444,103,34,22,88,0,573,81.93,9.8,5.5,7.82,6.8,6.26,51,4.8125,12.68,2.761,23.053,2.186,4,4,8
170,8,21.25,3.976470588,4,28,0,0,70,101,154,163,37,11,10,26,0,212,68.7,11,8.5,8.59,9.3,6.94,23,8.6,15.69548387,0.335,6.937,0.728,3,3,6
431,22,19.59090909,3.935034803,33,61,2,0,174,210,391,416,92,46,32,87,0,537,70.73,10.2,7.7,8.81,8.7,7.19,65,7.333333333,15.76628272,0.628,17.742,3.631,4,4,8
389,18,21.61111111,3.796915167,18,60,0,1,185,132,294,350,84,18,19,73,0,477,76.76,10.5,7.5,7.31,8.4,6.35,39,6,14.30202247,0.297,15.349,2.354,4,4,8
544,33,16.48484848,3.75,35,81,5,5,191,253,482,533,174,46,30,73,0,645,74.9,9.5,6.1,9.03,7.3,7.47,91,4.875,15.35532009,0.076,29.333,3.591,5,5,10
378,18,21,3.658730159,29,45,0,0,173,136,267,318,67,24,15,80,0,440,77.27,9.4,7.3,6.27,7.3,5.96,30,8.9,13.17821326,0.065,15.648,2.288,4,4,8
503,36,13.97222222,3.337972167,28,53,0,2,171,172,359,428,117,12,22,115,0,544,85.28,8.1,4.2,6.48,4.5,5.78,41,5.857142857,10.56977995,0,33.028,2.972,4,4,8
568,35,16.22857143,3.683098592,47,79,1,5,211,243,497,542,131,41,44,103,1,662,82.65,9.8,5.2,7.65,6.3,6.29,61,4.875,12.5694501,1.973,28.38,4.648,5,5,10
